id,name,alias,type,sex,lineage_scope,birth_year,death_year,traditional_life_years,date_quality,date_quality_detail,date_note,display_note,note
n_fujiwara_moriko,藤原盛子,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・人名辞典に基づき収録した直系祖先経路上の人物。,藤原師輔の妻・藤原安子母,藤原師輔の妻・藤原安子母
n_fujiwara_anshi,藤原安子,,civil_princess,female,non_imperial,927,964,,A_standard,,Kotobank『藤原安子』,藤原師輔の娘・村上天皇皇后・冷泉天皇・円融天皇母,藤原師輔の娘・村上天皇皇后・冷泉天皇・円融天皇母
u_tadahira_akiko,,,marriage,,,,,,,,,藤原忠平・源昭子の婚姻等関係節点,藤原忠平・源昭子の婚姻等関係節点
u_morosuke_moriko,,,marriage,,,,,,,,,藤原師輔・藤原盛子の婚姻等関係節点,藤原師輔・藤原盛子の婚姻等関係節点
u_murakami_anshi,,,marriage,,,,,,,,,村上天皇・藤原安子の婚姻等関係節点,村上天皇・藤原安子の婚姻等関係節点
p_kameyama_princess,亀山天皇皇女,,princess,female,imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・人名辞典に基づき収録した直系祖先経路上の人物。,亀山天皇皇女・近衛経平母,亀山天皇皇女・近衛経平母
c_konoe_iemoto,近衛家基,,civil_prince,male,non_imperial,1261,1296,,A_standard,,Kotobank『近衛家基』,亀山天皇皇女の夫・近衛経平父,亀山天皇皇女の夫・近衛経平父
c_konoe_tsunehira,近衛経平,,civil_prince,male,non_imperial,1287,1318,,A_standard,,Kotobank『近衛経平』,近衛家基の子・母は亀山天皇皇女,近衛家基の子・母は亀山天皇皇女
c_konoe_mototsugu,近衛基嗣,,civil_prince,male,non_imperial,1305,1354,,A_standard,,Kotobank『近衛基嗣』,近衛経平の子・近衛道嗣父,近衛経平の子・近衛道嗣父
c_konoe_michitsugu,近衛道嗣,,civil_prince,male,non_imperial,1332,1387,,A_standard,,Kotobank『近衛道嗣』,近衛基嗣の子・近衛兼嗣父,近衛基嗣の子・近衛兼嗣父
c_konoe_kanetsugu,近衛兼嗣,,civil_prince,male,non_imperial,1360,1388,,A_standard,,Kotobank『近衛兼嗣』,近衛道嗣の子・近衛忠嗣父,近衛道嗣の子・近衛忠嗣父
c_konoe_tadatsugu,近衛忠嗣,,civil_prince,male,non_imperial,1383,1454,,A_standard,,Kotobank『近衛忠嗣』,近衛兼嗣の子・近衛房嗣父,近衛兼嗣の子・近衛房嗣父
c_konoe_fusatsugu,近衛房嗣,,civil_prince,male,non_imperial,1402,1488,,A_standard,,Kotobank『近衛房嗣』,近衛忠嗣の子・近衛政家父,近衛忠嗣の子・近衛政家父
c_konoe_masaie,近衛政家,,civil_prince,male,non_imperial,1444,1505,,A_standard,,Kotobank『近衛政家』,近衛房嗣の子・近衛尚通父,近衛房嗣の子・近衛尚通父
u_kameyama_princess_iemoto,,,marriage,,,,,,,,,亀山天皇皇女・近衛家基の婚姻等関係節点,亀山天皇皇女・近衛家基の婚姻等関係節点
p_kazan_kiyohito,清仁親王,,prince,male,imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,花山天皇皇子・延信王父,花山天皇皇子・延信王父
c_shirakawa_nobusane,延信王,源延信,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,清仁親王の子・1025年に源姓を賜り臣籍へ,清仁親王の子・1025年に源姓を賜り臣籍へ
c_shirakawa_yasusuke,康資王,,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,延信王の子・白川家系統,延信王の子・白川家系統
c_shirakawa_akiyasu,源顕康,顕康王,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,康資王系・顕広王父,康資王系・顕広王父
c_shirakawa_akihiro,顕広王,,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,花山源氏白川家・神祇伯世襲系統,花山源氏白川家・神祇伯世襲系統
c_shirakawa_nakasuke,仲資王,,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,顕広王の子・業資王父,顕広王の子・業資王父
c_shirakawa_narisuke,業資王,,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,仲資王の子・資光王父,仲資王の子・資光王父
c_shirakawa_sukemitsu,資光王,源資光,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,業資王の子・資邦王父,業資王の子・資邦王父
c_shirakawa_sukekuni,資邦王,,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,資光王の子・業顕王父,資光王の子・業顕王父
c_shirakawa_nariaki,業顕王,,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,資邦王の子・資清王父,資邦王の子・資清王父
c_shirakawa_sukekiyo,資清王,,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,業顕王の子・資英王父,業顕王の子・資英王父
c_shirakawa_sukehide,資英王,,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,資清王の子・顕邦王父,資清王の子・顕邦王父
c_shirakawa_akikuni,顕邦王,,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,資英王の子・資忠王父,資英王の子・資忠王父
c_shirakawa_suketada,資忠王,,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,顕邦王の子・豊子女王父,顕邦王の子・豊子女王父
n_shirakawa_toyoko,豊子女王,,civil_princess,female,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,資忠王の娘・広橋兼郷室・広橋綱光母,資忠王の娘・広橋兼郷室・広橋綱光母
c_hirohashi_kanesato,広橋兼郷,広橋宣光,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,豊子女王の夫・広橋綱光父,豊子女王の夫・広橋綱光父
u_toyoko_kanesato,,,marriage,,,,,,,,,豊子女王・広橋兼郷の婚姻等関係節点,豊子女王・広橋兼郷の婚姻等関係節点
c_hirohashi_tsunamitsu,広橋綱光,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,広橋兼郷・豊子女王の子・広橋綱光の娘父,広橋兼郷・豊子女王の子・広橋綱光の娘父
n_hirohashi_tsunamitsu_daughter,広橋綱光の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,広橋綱光の娘・広橋守光室・広橋兼秀母,広橋綱光の娘・広橋守光室・広橋兼秀母
c_hirohashi_morimitsu,広橋守光,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,広橋綱光の娘の夫・広橋兼秀父,広橋綱光の娘の夫・広橋兼秀父
u_tsunamitsu_daughter_morimitsu,,,marriage,,,,,,,,,広橋綱光の娘・広橋守光の婚姻等関係節点,広橋綱光の娘・広橋守光の婚姻等関係節点
c_hirohashi_kanehide,広橋兼秀,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,広橋守光・広橋綱光の娘の子・広橋国光父,広橋守光・広橋綱光の娘の子・広橋国光父
c_hirohashi_kunimitsu,広橋国光,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,広橋兼秀の子・広橋兼勝父,広橋兼秀の子・広橋兼勝父
c_hirohashi_kanekatsu,広橋兼勝,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,広橋国光の子・樋口信孝室の父,広橋国光の子・樋口信孝室の父
n_hirohashi_kanekatsu_daughter,広橋兼勝の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,広橋兼勝の娘・樋口信孝室・樋口信康母,広橋兼勝の娘・樋口信孝室・樋口信康母
c_higuchi_nobutaka,樋口信孝,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,広橋兼勝の娘の夫・樋口信康父,広橋兼勝の娘の夫・樋口信康父
u_kanekatsu_daughter_nobutaka,,,marriage,,,,,,,,,広橋兼勝の娘・樋口信孝の婚姻等関係節点,広橋兼勝の娘・樋口信孝の婚姻等関係節点
c_higuchi_nobuyasu,樋口信康,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,樋口信孝の子・樋口康熙父,樋口信孝の子・樋口康熙父
c_higuchi_yasuhiro,樋口康熙,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,樋口信康の子・樋口基康父,樋口信康の子・樋口基康父
c_higuchi_motoyasu,樋口基康,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,樋口康熙の子・樋口信子父,樋口康熙の子・樋口信子父
n_higuchi_nobuko,樋口信子,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,樋口基康の娘・二条治孝室・九条尚忠母,樋口基康の娘・二条治孝室・九条尚忠母
c_nijo_harutaka,二条治孝,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,樋口信子の夫・九条尚忠父,樋口信子の夫・九条尚忠父
u_nobuko_harutaka,,,marriage,,,,,,,,,樋口信子・二条治孝の婚姻等関係節点,樋口信子・二条治孝の婚姻等関係節点
c_kujo_hisatada,九条尚忠,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,二条治孝・樋口信子の子・九条道孝父,二条治孝・樋口信子の子・九条道孝父
c_kujo_michitaka,九条道孝,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,九条尚忠の子・貞明皇后父,九条尚忠の子・貞明皇后父
n_noma_ikuko,野間幾子,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・系譜資料に基づき収録した直系祖先経路上の人物。,九条道孝の妻・貞明皇后母,九条道孝の妻・貞明皇后母
u_michitaka_ikuko,,,marriage,,,,,,,,,九条道孝・野間幾子の婚姻等関係節点,九条道孝・野間幾子の婚姻等関係節点
p_sadazumi,貞純親王,,prince,male,imperial,873,916,,A_standard,,清和天皇皇子。源経基の父については貞純親王説を採用するが、陽成天皇皇子・元平親王説の異説がある。,清和天皇皇子・源経基父（経基父系に異説あり）,清和天皇皇子。源経基の父は通説・近年研究に従い貞純親王として収録し、陽成天皇皇子元平親王説も注記。
c_minamoto_tsunemoto,源経基,経基王・六孫王,civil_prince,male,granted_clan,,961,,B_partial_or_disputed,source_mixed,貞純親王の子とする通説・近年研究を採用。陽成天皇皇子元平親王の子とする説もあるため異説を明記。臣籍に入り源姓。,貞純親王の子・清和源氏祖（父系異説あり）,清和源氏祖。貞純親王の子として収録。元平親王父説は史料批判上の異説として注記。
c_minamoto_mitsunaka,源満仲,多田満仲,civil_prince,male,non_imperial,912,997,,A_standard,,源経基の子。清和源氏の武門形成期の人物。,源経基の子・源頼光父,源経基の子・源頼光父。
c_minamoto_yorimitsu,源頼光,源頼光・らいこう,civil_prince,male,non_imperial,948,1021,,A_standard,,源満仲の子。摂津源氏系。,源満仲の子・源頼国父,源満仲の子・源頼国父。
c_minamoto_yorikuni,源頼国,,civil_prince,male,non_imperial,,1058,,B_partial_or_disputed,source_mixed,源頼光の子。娘の一人が藤原為房室。,源頼光の子・藤原為房室の父,源頼光の子。娘の一人が藤原為房室。
n_minamoto_yorikuni_daughter,源頼国の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,源頼国の娘。藤原為房室で藤原顕隆母。,源頼国の娘・藤原為房室・藤原顕隆母,源頼国の娘・藤原為房室・藤原顕隆母。
c_fujiwara_tamefusa,藤原為房,,civil_prince,male,non_imperial,1049,1115,,A_standard,,藤原北家勧修寺流。源頼国の娘との間に藤原顕隆。,源頼国の娘の夫・藤原顕隆父,源頼国の娘の夫・藤原顕隆父。
u_yorikuni_daughter_tamefusa,,,marriage,,,,,,,,,源頼国の娘・藤原為房の婚姻等関係節点,源頼国の娘・藤原為房の婚姻等関係節点
c_fujiwara_akitaka,藤原顕隆,葉室顕隆,civil_prince,male,non_imperial,1072,1129,,A_standard,,父藤原為房、母源頼国の娘。,藤原為房・源頼国の娘の子・藤原顕頼父,藤原為房・源頼国の娘の子・藤原顕頼父。
c_fujiwara_akiyori,藤原顕頼,九条民部卿,civil_prince,male,non_imperial,1094,1148,,A_standard,,藤原顕隆の子。娘祐子は平時信室。,藤原顕隆の子・藤原祐子父,藤原顕隆の子・藤原祐子父。
n_fujiwara_yuko,藤原祐子,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,藤原顕頼の娘。平時信室・平滋子母。,藤原顕頼の娘・平時信室・平滋子母,藤原顕頼の娘・平時信室・平滋子母。
c_taira_tokinobu,平時信,,civil_prince,male,non_imperial,,1149,,B_partial_or_disputed,source_mixed,桓武平氏高棟流。藤原祐子との間に平滋子。,藤原祐子の夫・平滋子父,藤原祐子の夫・平滋子父。
u_yuko_tokinobu,,,marriage,,,,,,,,,藤原祐子・平時信の婚姻等関係節点,藤原祐子・平時信の婚姻等関係節点
n_taira_shigeko,平滋子,建春門院,civil_princess,female,non_imperial,1142,1176,,A_standard,,父平時信、母藤原祐子。後白河天皇女御・高倉天皇生母。,建春門院・後白河天皇女御・高倉天皇母,父平時信、母藤原祐子。後白河天皇女御・高倉天皇母。
u_goshirakawa_shigeko,,,marriage,,,,,,,,,後白河天皇・平滋子の婚姻等関係節点,後白河天皇・平滋子の婚姻等関係節点
n_sugawara_masumori_daughter,増守の娘,菅原某女・菅典侍,civil_princess,female,non_imperial,,,,U_undated,historical_period_known,角田文衞『日本の後宮』第五章第四節・付録主要官女表。康平元年頃、後冷泉天皇の寵を蒙り皇子高階為行を産む（典拠『為房記』）。,後冷泉天皇に仕え、高階為行を産む,安楽寺別当増守の娘。角田文衞『日本の後宮』は『為房記』を典拠として、後冷泉天皇との間に皇子高階為行を産んだとする。のち藤原師信の妻。
u_goreizei_masumori_daughter,,,marriage,,,,,,,,,後冷泉天皇・増守の娘の婚姻等関係節点,後冷泉天皇と増守の娘を父母として高階為行へ接続する婚姻等関係節点。正式な婚姻関係を意味しない。
c_takashina_tameyuki,高階為行,後冷泉天皇落胤,civil_prince,male,non_imperial,1059,1107,,C_secondary_genealogy,,親子関係は角田文衞『日本の後宮』第五章第四節・付録主要官女表（典拠『為房記』）で確認。生没年1059–1107は二次系譜資料による。,後冷泉天皇実子・落胤として高階氏側で養育,後冷泉天皇と増守の娘の実子。皇族として公認されず、高階為家の子として扱われたため、本図では臣籍側（橙太破線）として表現する。
c_takashina_tameie,高階為家,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known,角田文衞『日本の後宮』第五章第四節では、大弐三位藤原賢子が為行を自子・高階為家の子として扱わせた経緯を記す。,高階為行の養育上・系譜上の父,高階為行の生物学的父ではない。角田文衞の叙述に基づき養子的関係として記録する。
n_takashina_tameyuki_daughter,高階為行の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known,『尊卑分脈』系の系譜および関連研究で藤原清綱室・藤原忠清母として確認される。,藤原清綱室・藤原忠清母,高階為行の娘。藤原清綱との間に藤原忠清。
c_fujiwara_kiyotsuna,藤原清綱,良門流,civil_prince,male,non_imperial,,,,U_undated,historical_period_known,『尊卑分脈』系譜および平安後期国司研究により高階為行娘との婚姻・忠清父を確認。,高階為行娘の夫・藤原忠清父,良門流。高階為行の娘との間に藤原忠清。
c_fujiwara_tadakiyo,藤原忠清,良門流・淡路守,civil_prince,male,non_imperial,,,,U_undated,historical_period_known,『尊卑分脈』系譜等で父藤原清綱・母高階為行娘。『国史大辞典』源義朝項で義朝母の父を淡路守藤原忠清とする。,藤原清綱と高階為行娘の子,娘が源為義の妻となり、源義朝を産む。
n_fujiwara_tadakiyo_daughter,藤原忠清の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known,『国史大辞典』源義朝項は、源義朝の母を淡路守藤原忠清の娘とする。,源為義室・源義朝母,藤原忠清の娘。源為義との間に源義朝。
c_minamoto_tameyoshi,源為義,六条判官,civil_prince,male,non_imperial,1096,1156,,A_standard,,Kotobank（世界大百科事典）『源為義』。,河内源氏,源義朝の父。
c_minamoto_yoshitomo,源義朝,上総御曹司,civil_prince,male,non_imperial,1123,1160,,A_standard,,JapanKnowledge『源義朝』・国史大辞典系記述。,源頼朝・坊門姫の父,父源為義、母淡路守藤原忠清の娘。
n_bomon_hime,坊門姫,源頼朝妹,civil_princess,female,non_imperial,,,,U_undated,historical_period_known,源義朝の娘・一条能保室として鎌倉初期史料・人物辞典系で確認。,源義朝娘・一条能保室,一条能保との間に一条全子ら。
c_ichijo_yoshiyasu,一条能保,,civil_prince,male,non_imperial,1147,1197,,A_standard,,Kotobank『一条能保』。,坊門姫の夫,藤原頼宗流。五摂家一条家とは別流。
n_ichijo_masako,一条全子,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known,Kotobank『西園寺公経』で一条能保女全子・公経妻と確認。,一条能保女・西園寺公経室,坊門姫と一条能保の娘。西園寺実氏の母。
c_saionji_kintsune,西園寺公経,藤原公経,civil_prince,male,non_imperial,1171,1244,,A_standard,,Kotobank『西園寺公経』。,西園寺家,一条全子を妻とし、西園寺実氏の父。
c_saionji_saneuji,西園寺実氏,,civil_prince,male,non_imperial,1194,1269,,A_standard,,Kotobank『西園寺実氏』。,西園寺公経の子,西園寺姞子の父。
n_shijo_sadako,四条貞子,北山准后,civil_princess,female,non_imperial,,,,U_undated,historical_period_known,西園寺姞子の母として系譜資料で確認。,西園寺実氏室・西園寺姞子母,四条隆衡の娘。
n_saionji_kisshi,西園寺姞子,大宮院,civil_princess,female,non_imperial,1225,1292,,A_standard,,西園寺家・後嵯峨天皇関係の標準的系譜。,後嵯峨天皇中宮・後深草/亀山両天皇母,西園寺実氏女。後嵯峨天皇の中宮となり、後深草天皇・亀山天皇を産む。本図では皇室への再流入人物として実線枠。
u_tameyuki_daughter_kiyotsuna,,,marriage,,,,,,,,,,高階為行娘・藤原清綱の婚姻等関係節点
u_tadakiyo_daughter_tameyoshi,,,marriage,,,,,,,,,,藤原忠清娘・源為義の婚姻等関係節点
u_bomon_yoshiyasu,,,marriage,,,,,,,,,,坊門姫・一条能保の婚姻等関係節点
u_masako_kintsune,,,marriage,,,,,,,,,,一条全子・西園寺公経の婚姻等関係節点
u_saneuji_sadako,,,marriage,,,,,,,,,,西園寺実氏・四条貞子の婚姻等関係節点
u_gosaga_kisshi,,,marriage,,,,,,,,,,後嵯峨天皇・西園寺姞子の婚姻等関係節点
c_takatsukasa_toshimichi,鷹司平通,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known,宮内庁「ご結婚により、皇族の身分を離れられた内親王及び女王」で婚姻関係を確認。生没年は本図では設定しない。,鷹司和子の夫,鷹司和子の夫
u_kazuko_toshimichi,,,marriage,,,,,,,,,鷹司和子・鷹司平通の婚姻等関係節点,鷹司和子・鷹司平通の婚姻等関係節点
c_ikeda_takamasa,池田隆政,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known,宮内庁「ご結婚により、皇族の身分を離れられた内親王及び女王」で婚姻関係を確認。生没年は本図では設定しない。,池田厚子の夫,池田厚子の夫
u_atsuko_takamasa,,,marriage,,,,,,,,,池田厚子・池田隆政の婚姻等関係節点,池田厚子・池田隆政の婚姻等関係節点
c_shimazu_hisanaga,島津久永,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known,宮内庁「ご結婚により、皇族の身分を離れられた内親王及び女王」で婚姻関係を確認。生没年は本図では設定しない。,島津貴子の夫,島津貴子の夫
u_takako_hisanaga,,,marriage,,,,,,,,,島津貴子・島津久永の婚姻等関係節点,島津貴子・島津久永の婚姻等関係節点
c_kuroda_yoshiki,黒田慶樹,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known,宮内庁「ご結婚により、皇族の身分を離れられた内親王及び女王」で婚姻関係を確認。生没年は本図では設定しない。,黒田清子の夫,黒田清子の夫
u_sayako_yoshiki,,,marriage,,,,,,,,,黒田清子・黒田慶樹の婚姻等関係節点,黒田清子・黒田慶樹の婚姻等関係節点
c_komuro_kei,小室圭,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known,宮内庁「ご結婚により、皇族の身分を離れられた内親王及び女王」で婚姻関係を確認。生没年は本図では設定しない。,小室眞子の夫,小室眞子の夫
u_mako_kei,,,marriage,,,,,,,,,小室眞子・小室圭の婚姻等関係節点,小室眞子・小室圭の婚姻等関係節点
c_senge_kunimaro,千家国麿,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known,宮内庁「ご結婚により、皇族の身分を離れられた内親王及び女王」で婚姻関係を確認。生没年は本図では設定しない。,千家典子の夫,千家典子の夫
u_noriko_kunimaro,,,marriage,,,,,,,,,千家典子・千家国麿の婚姻等関係節点,千家典子・千家国麿の婚姻等関係節点
c_moriya_kei,守谷慧,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known,宮内庁「ご結婚により、皇族の身分を離れられた内親王及び女王」で婚姻関係を確認。生没年は本図では設定しない。,守谷絢子の夫,守谷絢子の夫
u_ayako_kei,,,marriage,,,,,,,,,守谷絢子・守谷慧の婚姻等関係節点,守谷絢子・守谷慧の婚姻等関係節点
p_yasuko_mikasa,近衞甯子,甯子内親王,princess,female,imperial,1944,,,A_standard,,宮内庁「ご結婚により、皇族の身分を離れられた内親王及び女王」で出生・婚姻を確認。,崇仁親王第一女子・1966年婚姻により皇族の身分を離れる,崇仁親王第一女子・1966年12月18日、近衞忠煇と婚姻し皇族の身分を離れる
c_konoe_tadateru,近衞忠煇,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known,宮内庁「ご結婚により、皇族の身分を離れられた内親王及び女王」で婚姻関係を確認。生没年は本図では設定しない。,近衞甯子の夫,近衞甯子の夫
u_yasuko_tadateru,,,marriage,,,,,,,,,近衞甯子・近衞忠煇の婚姻等関係節点,近衞甯子・近衞忠煇の婚姻等関係節点
p_masako_mikasa,千容子,容子内親王,princess,female,imperial,1951,,,A_standard,,宮内庁「ご結婚により、皇族の身分を離れられた内親王及び女王」で出生・婚姻を確認。,崇仁親王第二女子・1983年婚姻により皇族の身分を離れる,崇仁親王第二女子・1983年10月14日、千政之（のち千宗室）と婚姻し皇族の身分を離れる
c_sen_soshitsu,千宗室,千政之,civil_prince,male,non_imperial,,,,U_undated,historical_period_known,宮内庁「ご結婚により、皇族の身分を離れられた内親王及び女王」および宮内庁関係年表で婚姻関係と改名を確認。生没年は本図では設定しない。,千容子の夫,千容子の夫。婚姻時は千政之、2002年に宗室を襲名
u_masako_soshitsu,,,marriage,,,,,,,,,千容子・千宗室の婚姻等関係節点,千容子・千宗室の婚姻等関係節点
higashifushimi_002,東伏見慈洽,邦英王・東伏見邦英,prince,male,imperial,1910,2014,,A_standard,,"国立国会図書館典拠『東伏見, 慈洽, 1910-2014』で生没年を確認。NDL典拠は出典として『青蓮院』『人事興信録 第39版』および没年確認の朝日新聞を掲げる。",邦彦王第三男子・1931年臣籍降下・東伏見宮家祭祀継承,皇族時は邦英王。1931年臣籍降下後は東伏見邦英、のち出家して東伏見慈洽。東伏見宮依仁親王夫妻に実子同然に養育され、依仁親王薨去時に喪主を務めた。東伏見宮家の祭祀を継承した。
higashifushimi_003,東伏見慈晃,東伏見守俶,imperial_descendant,male,imperial,1942,,,C_secondary_genealogy,,公開系譜で1942年生を照合。青蓮院公式サイトおよび天台宗公式資料で東伏見慈晃が青蓮院門跡門主であることを確認。,慈洽第二男子・青蓮院門跡門主,慈洽第二男子。旧名は東伏見守俶。青蓮院門跡門主。
higashifushimi_004,東伏見光晋,東伏見憲和,imperial_descendant,male,imperial,1977,,,C_secondary_genealogy,,公開系譜で1977年生を照合。公開資料で青蓮院関係者として活動することを確認。,慈晃男子・男系男子子孫あり,慈晃男子。公開資料で男系男子子孫の存在が報告されるが、氏名非公表のため未収録。
